bc.no,inter,dose.type,species,species2,cicon,cicon2,identified.as,compound,metab.type,subclass,method,meth.extr,biofluid,hydrolysis.full,hydroylsis,quantified,trace,comments
2488,885,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2504,886,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2522,887,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2544,889,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2552,893,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2563,897,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2564,898,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2565,899,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2566,897,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2567,898,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2590,901,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2591,901,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2592,902,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2593,902,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2610,903,Pure compound,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2611,904,Pure compound,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2612,903,Pure compound,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2613,904,Pure compound,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2645,908,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2646,908,Food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2656,909,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2657,910,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2658,911,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2686,912,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2687,913,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2688,914,Experimental food,human,Human,10900103,109001,daidzein,Daidzein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2713,915,Experimental food,human,Human,10900203,109002,formononetin,Formononetin,Aglycone,Isoflavonoids,78,PP,urine,None,no,FALSE,FALSE,
2353,868,Experimental food,human,Human,10900203,109002,formononetin,Formononetin,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2541,889,Experimental food,human,Human,10900203,109002,formononetin,Formononetin,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2241,856,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,78,PP,urine,None,no,TRUE,FALSE,
2272,859,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,78,LLE,urine,None,no,TRUE,FALSE,
2407,870,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,78,PP,plasma,None,no,TRUE,FALSE,
2408,871,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,78,PP,plasma,None,no,TRUE,TRUE,
2239,856,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2273,859,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2283,862,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2330,867,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2366,868,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2385,869,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2409,870,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2410,871,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2411,870,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2412,871,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2427,878,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2470,880,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2471,881,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2479,882,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2489,883,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2490,884,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2491,885,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2492,883,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2493,884,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2494,885,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2505,886,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2521,887,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2545,889,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2553,893,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2573,897,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2574,898,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2575,899,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2602,901,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2603,901,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2604,902,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2605,902,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2647,908,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2648,908,Food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2653,909,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2654,910,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2655,911,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2683,912,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2684,913,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2685,914,Experimental food,human,Human,10900303,109003,genistein,Genistein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2355,868,Experimental food,human,Human,10900403,109004,biochanin A,Biochanin A,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2543,889,Experimental food,human,Human,10900403,109004,biochanin A,Biochanin A,Aglycone,Isoflavonoids,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2238,856,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,90,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2274,859,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2289,862,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2331,867,Food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2364,868,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2388,869,Food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2428,878,Food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2480,882,Food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2495,883,Food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2496,884,Food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2497,885,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2498,883,Food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2499,884,Food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2500,885,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2506,886,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2668,909,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2669,910,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2670,911,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2698,912,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2699,913,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2700,914,Experimental food,human,Human,10900503,109005,glycitein,Glycitein,Aglycone,Isoflavonoids,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2671,909,Experimental food,human,Human,10900603,109006,coumestrol,Coumestrol,Aglycone,Coumestans,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2672,910,Experimental food,human,Human,10900603,109006,coumestrol,Coumestrol,Aglycone,Coumestans,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2673,911,Experimental food,human,Human,10900603,109006,coumestrol,Coumestrol,Aglycone,Coumestans,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2701,912,Experimental food,human,Human,10900603,109006,coumestrol,Coumestrol,Aglycone,Coumestans,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2702,913,Experimental food,human,Human,10900603,109006,coumestrol,Coumestrol,Aglycone,Coumestans,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2703,914,Experimental food,human,Human,10900603,109006,coumestrol,Coumestrol,Aglycone,Coumestans,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2384,869,Food,human,Human,10901703,109017,dehydro-O-DMA,2-Dehydro-O-desmethylangolensin,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2482,882,Food,human,Human,10901703,109017,2-dehydro-O-demethylangolensin,2-Dehydro-O-desmethylangolensin,Aglycone,Isoflavonoids,91,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2352,867,Food,human,Human,10901903,109019,"3',4',7-trihydroxyisoflavan","3',4',7-Trihydroxyisoflavan",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2332,867,Food,human,Human,10902003,109020,"3',4',7-trihydroxyisoflavanone","3',4',7-Trihydroxyisoflavanone",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2431,878,Food,human,Human,10902003,109020,"3',4',7-trihydroxyisoflavanone","3',4',7-Trihydroxyisoflavanone",Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2280,859,Experimental food,human,Human,10902203,109022,3'-hydroxydaidzein,3'-Hydroxydaidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2341,867,Food,human,Human,10902203,109022,"3',4',7-trihydroxyisoflavone",3'-Hydroxydaidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2372,868,Experimental food,human,Human,10902203,109022,3'-hydroxydaidzein,3'-Hydroxydaidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2436,878,Food,human,Human,10902203,109022,"3',4',7-trihydroxyisoflavone",3'-Hydroxydaidzein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2511,886,Experimental food,human,Human,10902203,109022,"7,3',4'-trihydroxyisoflavone",3'-Hydroxydaidzein,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2634,903,Pure compound,human,Human,10902203,109022,3'-hydroxydaidzein,3'-Hydroxydaidzein,Aglycone,Isoflavonoids,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2635,904,Pure compound,human,Human,10902203,109022,3'-hydroxydaidzein,3'-Hydroxydaidzein,Aglycone,Isoflavonoids,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2636,903,Pure compound,human,Human,10902203,109022,3'-hydroxydaidzein,3'-Hydroxydaidzein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2637,904,Pure compound,human,Human,10902203,109022,3'-hydroxydaidzein,3'-Hydroxydaidzein,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2338,867,Food,human,Human,10902303,109023,3''-hydroxy-O-DMA,3'-Hydroxy-O-desmethylangolensin,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2371,868,Experimental food,human,Human,10902303,109023,3''-hydroxy-O-desmethylangolensin,3'-Hydroxy-O-desmethylangolensin,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2439,878,Food,human,Human,10902303,109023,3'-hydroxy-O-DMA,3'-Hydroxy-O-desmethylangolensin,Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2334,867,Food,human,Human,10902403,109024,"4',6,7-trihydroxyisoflavanone","4',6,7-Trihydroxyisoflavanone",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2434,878,Food,human,Human,10902403,109024,"4',6,7-trihydroxyisoflavanone","4',6,7-Trihydroxyisoflavanone",Aglycone,Isoflavonoids,90,SPE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2350,867,Food,human,Human,10902603,109026,"4',7-dihydroxy-3'-methoxyisoflavan","4',7-Dihydroxy-3'-methoxyisoflavan",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2351,867,Food,human,Human,10902703,109027,"4',7-dihydroxy-6-methoxyisoflavan","4',7-Dihydroxy-6-methoxyisoflavan",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2359,868,Experimental food,human,Human,10902903,109029,4'-O-methylequol,4'-O-Methylequol,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2517,886,Experimental food,human,Human,10903003,109030,"5,6,7,3',4'-pentahydroxyisoflavone","5,6,7,3',4'-Pentahydroxyisoflavone",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2515,886,Experimental food,human,Human,10903103,109031,"5,6,7,4'-tetrahydroxyisoflavone","5,6,7,4'-Tetrahydroxyisoflavone",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2513,886,Experimental food,human,Human,10903203,109032,"5,7,8,3',4'-pentahydroxyisoflavone","5,7,8,3',4'-Pentahydroxyisoflavone",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2514,886,Experimental food,human,Human,10903303,109033,"5,7,8,4'-tetrahydroxyisoflavone","5,7,8,4'-Tetrahydroxyisoflavone",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2337,867,Food,human,Human,10903403,109034,5'-hydroxy-O-DMA,5'-Hydroxy-O-desmethylangolensin,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2339,867,Food,human,Human,10903503,109035,5'-O-methyl-O-DMA,5'-Methoxy-O-desmethylangolensin,Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2509,886,Experimental food,human,Human,10903603,109036,"6,7,3',4'-tetrahydroxyisoflavone","6,7,3',4'-Tetrahydroxyisoflavone",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
2342,867,Food,human,Human,10903703,109037,"4',6,7-trihydroxyisoflavone","6,7,4'-Trihydroxyisoflavone",Aglycone,Isoflavonoids,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
